Text,Code
"What happened from black river academy , vermont",1
Did the Dutch build the Elmina Castle,1
The Biggest Tax Increase in History,0
"The Shaanxi History Museum (Shaanxi Lishibowuguan), south of the city wall, houses a thoroughly modern collection of prehistoric and imperial treasures that is comparable to those in Beijing and Shanghai — and far superior in terms of its Han, Qin, and Tang Dynasty holdings",0
"As for foreign invaders, they brought new ideas but, as often happened in Chinese history, were assimilated into the more advanced society of the Middle Kingdom",0
What do beetles eat,1
By this stage in art history we can surely draw a line under appropriation,0
What do river otters eat,1
The eggs of the largest species are what,1
"the incompatibility of paranoid history with great fiction""",0
What does a polar bear's fur provide,1
Are Canada 's two official languages English and French ,1
"I suddenly had the thought that if I had been on a tour bus in Rome or Vienna, the guide would have called our attention to that fountain and explained its history, and we would all have marveled at it",0
"Another reason for the lack of attention, closer to my own concerns, is that Western historians no longer have a simple story to tell about the history of the second millennium--a single ""meta-narrative,"" to use our jargon",0
"It took 16 years to declassify the document, ""History of the Custody and Deployment of Nuclear Weapons: July 1945 through September 1977""",0
"The admitting diagnoses are summarized in Table 1 Eighteen patients had a history of cardiac disease, 10 werejaundiced in the preoperative period, 10 underwent preoperative biliaryinstrumentation, nine underwent preoperative biliary drainage, five had ahistory of cirrhosis and/or portal hypertension, four had a history of chronicobstructive pulmonary disease, and three had a history of viral hepatitis",0
Can larger penguins dive deep in case of need ,1
What information did he record in his diary,1
Why is it beneficial for alpha males and females to forcefully prevent other wolves from mating,1
"Together, the language, purpose, and legislative history of the applicable statutes, and the factual record before the Commission, suggest an interpretation of the statute that would authorize the following representation:",0
"The editors at Newsweek would be no different from his faint-hearted Clinton-loving editors at the Post  No one, in those days, wanted to publish what they all knew--that Clinton had a long history of abusing women and threatening people to cover it up",0
The Commission's interpretation is the only interpretation which comports with the language and legislative history of the presence requirement and which permits full and meaningful representation to aliens eligible for legal assistance consistent with Congress' purpose,0
The early history of Nepal is a mixture of fact and myth; religious lore is associated with virtually every landmark and event,0
"How their dream cracked up, resulting in the pablum of today's PBS, and how PBS became Washington's most politically skittish organization, is the subject of James Ledbetter's brief history, Made Possible By ",0
"Is it a winter sports resort , although it is perhaps best known as a tax haven ",1
"A brief history of the origin of writing: In the early Near East, loans of sheep and goats were common",0
"Le Monde in an editorial said Jackson would be remembered in history for recalling ""a basic principle of the American system, one of the principles which assure the vitality and dynamism of the United States economy: the struggle against monopoly situations and respect for competition""",0
And we are confident that Slate's list contains more people who will make history in the next century than Newsweek 's list does,0
Was Ulysses Grant a general in the American Civil War,1
"This patient should be hospitalized no later than the evening before surgery, given his history of frequent episodes of hypo- and hyperglycemia and his poor glycemic control",0
"Was Calvin Coolidge born in Plymouth, Windsor County, Vermont",1
How much weight do female polar bears gain during pregnancy,1
"Among this amazing range of exquisite and colorful finds, there are also important artifacts that help confirm certain archaeological theories about the chronology of Egyptian history such as the slate palate of King Narmer — one of the first documents scribed after Egypt became a unified Kingdom",0
"As a critical theorist himself, Miller must know how subjective his rock narrative is (even the jump-cut structure suggests it), yet he still seems to present pop music as the product of the same shared, single history",0
Is it true that he sent in federal troops to chicago,1
"1 ""The same day that the merger between Exxon and Mobil, the largest industrial merger in history , was approved by the Federal Trade Commission, the FTC moved to block the merger between BP Amoco and Arco  Apparently, that deal will result in higher gas prices in California and the West, while the Exxon-Mobil deal will merely result in the creation of the third-largest company in the world""",0
"But to trace the lineage of Raising the Roof, one must understand the history of the sports gesture itself",0
Does Uruguay have cold summers,1
Do carrion beetles eat dung,1
What do turtle eggs preared to eat consist mainly of,1
"Unfortunately, little of this history makes its way into Dangerous Company , which is the first real study of consulting since business journalist Hal Higdon's 1969 work The Business Healers  Instead, the book is constructed--unintentionally or not--as a series of case studies that echo the teaching methods of Harvard Business School, prime consultant training ground",0
"The lawsuits, modeled on those successfully brought by several state governments in recent years, constitute, in the words of the LAT , a ""major new assault"" in what is already history's costliest collection of cases",0
"Steve Wasserman, a former Random House editor who now edits the Los Angeles Times Book Review , points out an irony: Books are often viewed as better sources for history than newspapers, but newspapers, which are generally much more careful than the average publishing house about such niceties as checking quotes, are often the more reliable source",0
Was Grover Cleveland the twenty-seventh president of the United States,1
Where was Grant born,1
Who helped to fund Roosevelt's African safari,1
"In the 1960s, 1970s and early 1980s, mass campaigns were conducted to treat schistosomiasis infections in these areas, during which individuals older than 5 years of age were treated with tartar emetic injections [ 15 ]  Sero-surveys conducted in the 1990's in Egypt have reported positive associations between HCV infections and a history of schistosomiasis or a history of having received injections for the treatment of schistosomiasis [ 9 12 13 16 ]  Based on this evidence, the studies suggest that inadequately sterilized needles and syringes used during the campaign were probable causes for transmission of HCV in the region",0
"""History is offering Sharon a one-time-only chance to record to his credit the political step so needed by his country,"" it said",0
Did Grover Cleveland support women's suffrage,1
"The issue digs up gossip from Hollywood's ancient history: A silent-film siren says Buster Keaton was ""sexy,"" but Charlie Chaplin didn't know how to seduce women",0
"Patients aged more than 75 years, those with inflammatory breast cancer, those with a previous history of contralateral breast cancer with higher stage of disease, and those with second primary other than basal cell carcinoma of skin or in situ carcinoma of cervix were excluded from the original MDACC 86-12 study",0
What is Monroe's father's name,1
A Brief History,0
Where did Coolidge's grandfather had government offices,1
What graduated from Black,1
"More than that, we are witnessing not the end of history but the resumption of history",0
"Throughout most of history children were net assets--they toiled in the fields, mucked out the barn, and cared for their parents in old age",0
USA Today says the vote was the first time in history that the Senate has voted down an arms control treaty,0
", The FBI: A Comprehensive Reference Guide (Onyx Press, 1999); the FBI's authorized history, FBI report, ""History of the FBI"" (online at wwwfbigov/libref/historic/history/historymainhtm); the FBI's history as told by the Federation of American Scientists, ""History of the FBI,"" updated June 18, 2003 (online at wwwfasorg/irp/agency/doj/fbi/fbi_histhtm)",0
"Situated in the middle of the Cartmel peninsula south of Lake Windermere, the village of Cartmel has been at the heart of some important events in English history",0
What are the largest and politically dominant ethnic group,1
The kingdom of the Pharaohs has many more eras of history to add yet,0
The collective noun romp is sometimes used for a group of what,1
What universities are in Education City,1
"Is romania -LRB- , -RRB- a country in southeastern europe",1
[ 1 ] Atrial fibrillation is worthy of separate study from other dysrythmias due to unique aspects of its natural history and management,0
What centred in Sierra,1
"Morgan for the past 15 years, and keeping up only from a distance with what one of Lewis' characters calls ""the greatest legal creation of wealth in the history of the planet""",0
Who was on the committee with Adams to draft  a Declaration of Independence,1
"Chosen under the auspices of the center's director, historian Peter Gay, the fellows include cultural critic Paul Berman, at work on a literary and political history of the Nicaraguan revolution; technology historian Gregory Dreicer, who will study the architecture of racial segregation; and historian Marion Kaplan, who studies the daily life of Jews in Nazi Germany",0
[ 8 ] Only one report of diabetic ketoacidosis associated with tacrolimus use in a patient without a prior history of diabetes has so far been reported,0
"The history of the 20 th century certainly justifies this fear, but the fact that even Liu accepts Abrams' false premise shows how confused many are on this subject",0
"Inside, the bank keeps a collection of rare and valuable coins dating back through Bermuda’s history",0
"Multiculturalism is guilty of plenty of midsize wrongs, including bilingual instruction, which often keeps Spanish-speaking students locked in their own form of isolation, and the reduction of history to therapy, as Arthur Schlesinger put it",0
"The assessment also discusses the costs involved in two alternatives that were considered but were found not to adequately reflect the intent of the legislation, as reflected by the legislative history of Public Law 104-193",0
"The odds ratios were adjusted for age, education, age at menarche, age at first pregnancy, reported family history of breast cancer, body mass index, history of benign breast disease, and age at menopause for postmenopausal women",0
It is always futile to try to draw practical lessons from history,0
"This interview instrument sought information on: skin characteristics, sunburns and tanning history, use of suntan lotions and sunscreens, residential history, UV exposure during past year, family history of skin cancer, past medical history, tobacco and alcohol use, physical characteristics, and demographic information",0
"Tobacco usage was coded as a dichotomous variable, and was considered positive if a greater than 2-pack year smoking history was reported",0
"Did Fillmore not turn down the honor , explaining that he had neither the `` literary nor scientific attainment '' to justify the degree ",1
"Then Rothko made a decisive discovery, one of the turning points in the history of American art",0
What is the most extensively celebrated holiday,1
"That acknowledgment having been made, I find myself continually irritated by their cavalier dismissal of everything that human beings developed in the course of history: it reflects an adolescent mentality that is scornful of anything that might have taken place before these parvenu geniuses put finger to keyboard",0
"While such island societies might seem less than Edenic, the early Hawaiians led a pleasurable life, singing their own histories to the beat of gourds, riding the waves on long wooden surfboards, and developing an elaborate, graceful form of story-dance, the hula",0
Was Lorenzo Romano Amedeo Carlo Avogadro an Italian savant,1
"The church was built in 1230 and now forms part of the Märkisches Museum (see page 79), devoted to the city’s history",0
"As Joseph Lelyveld, executive editor of The New York Times , recently told The New York Observer , ""[I]t was always clear that given [Clinton's] alleged history, reckless philandering in the White House would be a story""",0
"Interview data included medical, reproductive, dietary, and lifestyle histories",0
What year did Coolidge open his own law office,1
This 55-y-old woman with a nine pack-year history of smoking underwent two surgical resections within 2 y (right lower and left upper lobectomies) for bronchioloalveolar carcinoma with focal invasion,0
Why wasn't Romania neutral during World War II,1
Your remark about your personal history illustrating what is right with America is the perfect approach,0
"Meanwhile, on the USAT front Barbara Bush mounts a defense of George W's gravitas: ""People don't know that he is a very smart history buff and that's what he reads""",0
The study population was divided into 15 (21%) patients with limited and 56 patients (79%) with a significant tobacco/alcohol exposure history,0
"In Chicano culture, barrios are identified by given names that in some way describe a characteristic of the neighborhood or reflect its history",0
"Actually, so intertwined are legend and history that it is often impossible to determine where fact leaves off and legend begins",0
What field did Woodrow Wilson leave law practice to study,1
Does Egypt's foreign policy operates along moderate lines,1
"Still, not having your personal history with the guy, I'm going to go see the movie",0
I'm mainly a history person,0
How old was Lincoln in 1816,1
"OSCE committee members designated each question or task in the 16 stations as one of 7 clinical skills, defined as follows: asking appropriate questions for the history (history-taking); performing the physical examination correctly (physical examination technique); understanding the pathophysiology of physical findings (physical examination knowledge); identifying abnormalities on physical examination (identification of abnormalities); developing appropriate differential diagnoses for the clinical information obtained (differential diagnosis); utilizing appropriate patient-doctor interaction techniques (patient interaction); and orally presenting the history and differential diagnosis after taking a clinical history (patient presentation)",0
What are some common predators of ducks,1
Wilson provides superb overviews of Western intellectual history and of the current state of understanding in many academic disciplines,0
What fraternity was Coolidge a member of,1
Does Uruguay have cold summers,1
What is the weather like in summer,1
"Nicholas Lemann's absorbing new history of American meritocracy, The Big Test , contains an interesting anecdote about William F Buckley's inadvertent role, while an undergraduate at Yale during the late 1940s, in helping that university restrict the number of Jews and Catholics it admitted",0
Who was the general in charge at the Battle of Antietam,1
"At what point, and how, should one tell one's new boyfriend about one's medical history",0
"David Bowman (the Village Voice ) calls Short History ""an amusing but lightweight read"" and notes that ""even Mick Jagger had a more rigorous take on the subject ",0
"He attacked the Los Angeles Police Department, the corporate boosters' whitewashing of city history, the absurd and isolating layout driven more by greed than geographical logic",0
"5 million in the Healtheon IPO, says, ""History will document this as the largest financial bubble in the history of the world economy""",0
"Furthermore, EGFR mutations are common in tumors from patients who have smoked less than 100 cigarettes in their lifetimes (“never smokers”) [3], while KRAS mutations more commonly occur in individuals with a history of substantial cigarette use [9]",0
What did The Legal Tender Act of 1862 establish,1
"Who was, by later reports of his contemporaries, thoroughly unhappy with the work",1
"Who confirm that he sponsored and helped some Sardinian plotters who were organising a revolution in that island , stopped at the very last moment by the concession of Charles Albert 's statute ",1
"Proposals to help the Northern Alliance had been debated in the US government since 1999 and, as we mentioned in chapter 4, the US government as a whole had been wary of endorsing them, largely because of the Northern Alliance's checkered history, its limited base of popular support in Afghanistan, and Pakistan's objections",0
"There's no history here, no sociological detachment--only the look, divided into categories for maximum impact",0
"As you know, a library is a living resource, where the cultural history, the scientific discovery, and the philosophical dialogue of a planet is gathered for active exploration and study",0
"Was watt a gentleman, greatly respected by other prominent men of the Industrial Revolution",1
What is an economic use of a duck,1
Has Singapore Changi Airport a network of 81 airlines connecting Singapore to 185 cities in 58 countries ,1
Who sits at Osu Castle ,1
"In the first 25 years, he will write ""a SerIEs oF booKs ('The history of Freedom, prosperity and safety')""",0
"He did everything by the book: highlighted favorable issues, exploited his personal history, and portrayed his opponents' advantages as vices",0
"Notable as the only major American city built in the twentieth century, Las Vegas is particularly unfettered by any burden of history or preservation",0
Does Qatar rank as the eighth richest country in the world per capita,1
History textbook or today's front page,0
"The modern Republic of Turkey dates only from 1923, but the history of the land within its borders stretches back to the dawn of humanity",0
"""The Court resorts to history for a quick fix, a substantiation, a confirmation, an illustration, or a grace note,"" he writes, ""it does not really look for the historical conditions and meanings of a long time gone ",0
Guangzhou in History ,0
Are the people of Finland accustomed to technology and information services ,1
The State Court rules what,1
"""People who get caught up in the current moment and don't have a longer view of our history and our potential,"" Bradley said",0
What is the life expectancy for men in Finland,1
"This is the kind of history that pro-lifers don't care to discuss, because it suggests the existence of a moral, as well as a political, dimension to abortion rights",0
Which nation invaded Singapore during World War II,1
"On your return to the center of East Jerusalem from Mount Scopus, you will pass the British War Cemetery, a resting place for soldiers who fell fighting for Jerusalem in 1917 and another reminder of the city’s turbulent history",0
Was Woodrow Wilson the thirtieth President of the United States,1
What expression is part of a conceptual framework for testing computer systems,1
They are now part of history,0
"Perhaps I had an unconscious recollection of seeing, long ago, James Thurber's delightful drawings of such creatures as The Dudgeon and The Barefaced Lie in his “A New Natural History”",0
"One of the removed pros-theses was a replacement following a previous removal postinfection in 1999, in a 54-year-old white man with a BMI of 40 and a history of diabetes and atrial fibrillation",0
"Doolittle is listing the free eats Majority Whip Tom DeLay, R-Texas, serves up at his office to fellow Republicans during late-night sessions of the House, just one of the ways he has become, according to Marshall Whitmann of the Heritage Foundation, ""the most powerful majority whip in the history of the House""",0
"Multicultural prejudice distorts its presentation, stripping America's history of its heroic high points",0
History had forged a unique nation of people of diverse origins,0
"With this history, the CIA brought to the era of 9/11 many attributes of an elite organization, viewing itself as serving on the nation's front lines to engage America's enemies",0
"Is finland , officially the republic of finland (`` `` republic of finland ('' '' , or (`` `` suomen tasavalta ('' '' in finnish and (`` `` republiken finland ('' '' in swedish , the long protocol name , which is not defined by the law",1
What are deposited in holes dug into mud or sand,1
about art and art history to be able to appreciate a painter like Rothko,0
Is it true that he published a collection in 1738,1
Can a memoir have the authority of history,0
"Jewish history dates back to the late 16th century, but was cut short by the Nazi occupation of Amsterdam in 1940",0
The events that have shaped modern Greek history have been as interesting and chaotic as any in the Classical age,0
"Of the 15 patients in low-level tobacco/alcohol exposure group, 13 patients gave no history of tobacco usage, while 10 patients gave no history of alcohol exposure",0
"Its size — over 70 rooms — has caused archaeologists to postulate that it may have been a military academy, which expanded regularly throughout its history",0
"In the remaining 70% of the postings, group members provided each other with what amounted to a crash course in their shared disease, discussing topics such as the anatomy, physiology, and natural history of the disorder; treatment options and management guidelines for each form of treatment; and treatment side effects, medical self-management, the day-to-day practicalities of living with the disease, and the effects of their condition on family and friends (Table 1)",0
Who heavily influenced the architecture and culture of Montevideo,1
"Americans mock the Frogs because we envy their intellectual arrogance, history, and glamour",0
Which countries established colonies in Canada,1
Does this not allow retailers of taxable goods under Act 546 to charge a marginal 3 % on their sales and account on same to the VAT Service ,1
A series of short information boards brings to life different aspects of this intriguing time in Bermuda’s history,0
"A column in Thursday's Daily Telegraph strongly attacked Jeremy Paxman, one of Britain's best-known radio and TV interviewers, for being ""insulting"" to Kissinger when he asked him if he felt ""a fraud"" on receiving the Nobel Prize for ""bringing peace"" to Vietnam, and whether he waited 17 years to produce these memoirs because he wanted ""to rewrite history""",0
"As a result, the hospitalization and intubation subscale now reflects only prior history of intubation",0
What did Jefferson call John Adams,1
"In certain situations these assumptions may be more plausible than the natural history assumptions, so in some circumstances, the method may be complementary and possibly superior, to the natural history modeling approach",0
Is it true that the portuguese came to ghana in the 15th century,1
"One important point is that these regressions are ahistorical: by predicting a relationship between gene and protein composition, these studies imply that the history of a gene or species is unimportant compared to its current state",0
"In the hyperspace of Calabi-Yau spaces, where one Calabi-Yau space can deform into its neighbors, it should be possible to construct a sum over all histories of trajectories between an initial and final state in the same or dierent Calabi-Yau space, then seek such sums over histories that maximize constructive interference",0
Had his thermometer 100 for the freezing point of water and 0 for the boiling point ,1
What is used to protect a vehicale from a Kangaroo,1
"Public Health Service from 1932 to 1972, that study left 412 black syphilitic men untreated--even after penicillin became widely available--in an attempt to determine the natural history of syphilis",0
"Group 1 had a limited or no history of tobacco and/or alcohol exposure, while group 2 patients reported significant tobacco and/or alcohol exposure",0
"An even more interesting image out of Chinese history is the walled village of Kat Hing Wai, in the village of Kam Tin just outside the market town of Yuen Long",0
"She was born at term after an uncomplicated pregnancy to healthy, unrelated parents of Northern European descent with a negative family history",0
"Founded by the ancient Romans, the city has a proud soldiering history, giving the Venetian Republic a famous condottiere, Bartolomeo Colleoni, and the largest contingent in Garibaldi’s 1,000 Red Shirts",0
"The following study covariates or known determinants of fetal growth (34) were abstracted from hospital delivery records and operationalized in a manner most consistent with most hospital records: maternal and infant race (white/nonwhite), parity (left continuous), uterine bleeding during pregnancy (yes/no), history of previous spontaneous abortion (yes/no), cigarette smoking during pregnancy (yes/no; if yes, average number daily cigarettes smoked during pregnancy), evidence placental infarction (yes/no), infant sex (male/female), gestational age (left continuous), placental infarction (yes/no), and birth defect (yes/no)",0
Have more than five Presidents lived past the age of 90,1
What is worrisome is the failure of pollsters themselves to learn from the history of their profession,0
"133; Steve Coll, Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden, from the Soviet Invasion to September 10, 2001 (Penguin, 2004), p",0
There’s also an exhibit focusing on the history of Irish independence,0
"This arcaded palace, with its garden of lime trees and beeches and a pond where the young Louis XIV nearly drowned, has a colorful history",0
"In Stoppard's plays, the messy and diffuse complexities of history, science, philosophy, and art are tied into neat and compact parcels",0
Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware,1
"Bin Ladin's Worldview Despite his claims to universal leadership, Bin Ladin offers an extreme view of Islamic history designed to appeal mainly to Arabs and Sunnis",0
E gypt’s long and illustrious history seems to hold the modern world spellbound,0
"And the people at the top of those heaps, earning plenty to live comfortably, honestly wouldn't trade being, say, curator of dinosaurs at the Museum of Natural History for being just another multimillionaire investment banker",0
a brief History,0
"The odds ratios were adjusted for age, education, age at menarche, age at first pregnancy, reported family history of breast cancer, body mass index, history of benign breast disease, and age at menopause for postmenopausal women",0
A Brief HistorY,0
What are turtle eggs covered in when they incubate,1
Who was John Monroe standing behind in the painting of  Washington Crossing the Delaware,1
"The Independent shouted, ""Clinton: 'We turned tide of history,' "" while the liberal Guardian confined the story to Page 2 under the headline ""Clinton hails 'vindication",0
What trail did Lincoln use a Farmers' Almanac in ,1
Consumers can quite reasonably argue that history can't be changed and so is best forgotten,0
The confrontation was so deep and so wrenching for the history of the Constitution that these conflicts have taken on epic proportions,0
"--a woman adrift in history, her own and America's",0
"Janet Reno calls it the ""largest alien smuggling organization ever dismantled in United States history""",0
Did Lincoln sign the National Banking Act of 1863,1
How is Singapore's climate characterized,1
But history was always a living presence,0
"Professional soccer, a sport whose American history is an unbroken record of , has, at long last, found a happy home here",0
This has become very clear to me when written the “Word Histories” column in the Atlantic over the last three years,0
Was Wilson an automobile enthusiast,1
"The 16-page instrument covers information on reproductive and medical histories, family history of cancer, occupational and environmental exposures, tobacco use, alcohol consumption, and diet",0
"Trophies of war--from helmets, bayonets, and other innocuous spoils to the grisly byproducts of dismemberment--have a long, if not proud, history",0
What religion do most Uruguayans profess,1
"Raves for this biopic of infamous Irish thief Martin Cahill (""The General""): It ""belongs on a long list of history's best gangster movies"" (Mike Clark, USA Today ) John Boorman won Best Director at Cannes for the film",0
Where do sea otters live,1
What is the most densely populated independent country in the world,1
What are the two subfamilies of the Native Ghanaian languages,1
Does Egypt have political influence in the Middle East,1
Did Canadian soldiers win the Battle of Vimy Ridge in 1917,1
Was Woodrow Wilson the thirtieth President of the United States,1
"It included almost all of the important uses of the word, and the introduction gave a good picture of the word's history, both etymological and social",0
"""All Blacks humbled by a French tour de force"" said the Daily Telegraph , calling it ""the biggest upset in the history of the Rugby World Cup""",0
"Given the accumulated cultural force of its myriad uses in history, you might predict that the future of black clothing would be at least as long as its past",0
The history of the legal language of the English-speaking common law countries and the history of the English language are indissoluble,0
When did the first verifiable written documents appear,1
Why do wolves howl,1
"Book -- The Prospect Before Her: A History of Women in Western Europe, 1500-1800 , by Olwen Hufton;",0
"Risk factors that were updated included menopausal status, family history, diagnosis of benign breast disease, and postmenopausal hormone use",0
A Brief History,0
"For example, game theory has a history before the work of John von Neumann (von Neumann 1959; von Neumann and Morgenstern 1953), and Karl Pearson's development of the correlation coefficient (Pearson and Lee 1903) rested on earlier work by Francis Galton (1889)",0
"The possibility even has been discussed that the amount of lateral gene exchange is such that it invalidates the very principle of representing the evolution of species as a tree; instead, the only adequate representation of evolutionary history could be a complex network [ 6 ] [ 25 ]  Genome-trees seem to be the last resort for the species tree concept",0
Did John Adams support the Stamp Act of 1765,1
What animal attracts the most humor and silliness,1
"Did Mitchell Taylor , the Nunavut Government Manager of Wildlife Research , not write a letter to the US Fish and Wildlife Service arguing that local studies are insufficient evidence for global protection at this time ",1
Where was Commodore Matthew C Perry sent to open Japan to Western trade,1
"She has collected oral histories and folktales from elderly Mexican Americans, many of them born in Arizona or Sonora, Mexico",0
Is Medieval Ghana (4th- 13th Century): The Republic of Ghana is named after the medieval Ghana Empire of West Africa named after the medieval Ghana Empire of West Africa,1
The ground floor rooms follow the chronological history of ancient Egypt starting on the left of the entrance with the Old Kingdom Room,0
"Through the gateway lies the Patan Museum, which houses an impressive collection of art and artifacts from throughout Nepal’s history",0
"Across Fellows’ Square in the modern Arts Building is a wide-screen audio-visual show about the history of Dublin, the Dublin Experience, a good introduction for those unfamiliar with Irish culture or Dublin’s history",0
"Quite a few supply-siders have created for themselves a wonderful alternative intellectual history in which John Maynard Keynes was a fraud, Paul Samuelson and even Milton Friedman are fools, and the true line of deep economic thought runs from Adam Smith through obscure turn-of-the-century Austrians straight to them",0
What arrived in Finland,1
"In his lightning trip through medicine, Blood and Guts: A Short History of Medicine (W",0
Are kangaroos farmed to any extent,1
"The table of contents on the sleeve omits the Dublin segment, even though the speaker is very much “there,” in his recollections of the 1916 uprising, Lloyd George, the Black and Tan, as well as bits and pieces of his own life's history",0
What Eves,1
Why are penguins countershaded,1
Was King Victor Emmanuel III there to pay homage to Avogadro ,1
"Did Coolidge not publish his autobiography in 1929 and write a syndicated newspaper column , `` Calvin Coolidge Says , '' from 1930 -- 1931 ",1
"""It is that kind of openness and adherence to legality that has given the Hashemites their leading role in history,"" Abu-Libdeh wrote",0
"First, a little personal history",0
Is the republic of ghana a country in west africa,1
"Diggins forgets, in his discompassionate and deluded rewriting of history, that Lincoln was no NAACP poster boy himself",0
What trail did Lincoln use a Farmers' Almanac in ,1
What is the official language of Liechtenstein,1
The country’s short history is epitomized by a skyline of solid Victorian parliamentary buildings and a bold modern architecture of office blocks and the new National Gallery,0
"Here's how Dr Johnson put a similar problem, on April 18, 1775: ""We must consider how very little history there is; I mean real authentick history",0
How many days did it take the Imperial Japanese Army to win the Battle of Singapore,1
"I s it history or blarney to suggest that St Brendan, a sixth-century monk from Galway, was the first European to reach Canada",0
Who makes up Ghana's Parliament,1
The history of Clean Air Act legislation is one of great accomplishments made possible by bipartisan efforts,0
"But if the election goes according to plan, almost every voter in the primary will make worldwide history by casting a ballot over the Internet",0
Have elephants been used as working animals,1
"Courts already consider other factors, such as a history of child abuse, in an attempt to more fully understand the psychological state of the defendant",0
"Other museums include the National History Museum on Jalan Raja south of the Dataran Merdeka, with exhibits on the country’s history dating back 520 million years (metamorphic sandstone) as well as a 40,000-year-old homo sapiens skull",0
"Media mergers and gobblings-up and the like have made it impossible for us to do our jobs if we're obligated to disqualify ourselves from covering companies or people a) we do business with, b) we have a personal relationship or history with, or c) are in competition with",0
This is the great shift which has taken place in the history of risk…,0
When did James Monroe graduate from William and Mary,1
"So far as I can tell, the trend was set in motion a decade or so ago when Arianna Stassinopoulos Huffington published her sexual history of Picasso",0
Is a kangaroo on the Australian coat of arms,1
"All patients enrolled in these trials were diagnosed with Alzheimer's disease according to NINCDS-ADRDA classification [ 15 ]  The patients had a mild-to-moderate disease (MMSE scores 10-24) with a history of cognitive decline, gradual onset, and progressive disease over a period of at least six months",0
"His two most Borgesian works are The Year of the Death of Ricardo Reis (1984), an hommage to the great Portuguese poet Fernando Pessoa, and The History of the Siege of Lisbon (1989), in which a proofreader inserts a single word--""not""--into a single sentence in a book he's checking, thereby questioning every celebrated theme of Portuguese history",0
"""Ever since the 2 nd century CE, the very beginning of the Antichrist legend, Christians have associated Jews with everything unholy,"" Andrew Gow, who teaches Christian history at the University of Alberta, told me",0
"""It is one of the most significant developments in the history of the space age,"" said John E Pike of the Federation of American Scientists, reacting to Tuesday's big event",0
Does the Gray Wolf share an ancestry with the domestic dog,1
"Hartle and Gell-Mann argue that the decoherent histories of the universe, where true probabilities can be assigned, rather than mere amplitudes, correspond to the classical realm",0
"Women who did not speak English, women who reported a history of breast cancer or augmentation surgery, and women with suspicious lesions on the mammograms were excluded from the study, but women taking oral contraceptives and hormone replacement therapy were eligible to participate",0
What is the study of beetles called,1
"6 For a classic passage conveying the nostalgic view of Islam's spread, see Henri Pirenne, A History of Europe, trans",0
Who got Seward elected to the senate,1
What did Canada adopt in 1965,1
"Sheltered by houses made of the same rocks, revering the same stories, sharing the same history, many Jerusalem neighbors who come from very different backgrounds have forged unique and extraordinary friendships",0
Was Wilson an automobile enthusiast,1
"I don't think much of Reagan's economic policies, although I concede that some good things flowed from them; but whatever one thinks of them, they do mark an extraordinarily important moment in American history",0
"The traffic circle at the top of this block (Tulum and Uxmal) has a distinctive sculpture as its centerpiece, featuring carvings depicting the eras of Mexico’s history",0
Do ducks forage underwater,1
"Whatever the real version of that history would look like, one thing we know: Robeson's committment to communism was not good for the Jews",0
"A long history of absorbing outside influences has resulted in a society in which people expect to have a Shinto baptism, a pseudo-Christian wedding (usually held in a hotel “chapel” and officiated by an unordained foreigner in a robe), and a Buddhist funeral",0
"In his new book, The Good Citizen: A History of American Civic Life , Michael Schudson divides American history into three periods, each governed by a different notion of civic participation",0
"If sexual conservatives could effectively advertise their histories, HIV-conscious suitors would compete to lavish them with attention",0
"Darby put his eyes too close to the Scripture pages and decided that history, past and future, was a series of ""dispensations"": divinely ordained historical epochs in which the Chosen People had been and would be tested and found wanting by God, always leading to the next dispensation",0
What is a collective noun for a kangaroo,1
"Elaborate taxonomies and obscure explanations such as mispronunciation due to ignorance, malapropisms based on both ignorance and misunderstanding, and, for the dictated word, the technological dyslexia of typographical errors and poor grasp of the diction of the dictators of medical histories may be suggested",0
Our sensibilities are conditioned by our history,0
What makes it more difficult for a diving duck to fly,1
Who achieved international fame as the leading Union general in the American Civil War,1
"But I suppose it is something of a triumph, which the publication of this book is meant to acknowledge, that black studies has achieved middlebrow status in the United States, that bourgeois people, both white and black, feel bad if they don't know something about the history and culture of African-descended people, in much the same way they feel bad, inadequate, if they don't know something about opera or a bit about Impressionist painting or if they have never seen a film by D W Griffith or Fritz Lang",0
What happened on plants and fungi,1
"Our drug screen should have identified tricyclic antidepressants or narcotics in the urine; however, a careful drug history was not elicited in this patient",0
"The second, and rather less satisfying, book is about the philosophy of mind and the history of artificial intelligence and neural network approaches to understanding the brain and replicating cognition",0
"It is well settled that a history of practice under a statute can aid in its interpretation, particularly when Congress has amended the statute without disapproving of the administrative practice",0
"This follows Cambodia's history of: 1) massive genocide; 2) a decade-long civil war; and 3) billions of dollars in foreign aid to restore democracy, which now seem to have been wasted",0
"But even in Italy, Germany, and Britain, countries with long histories of public subsidy for culture, government support has recently drawn public fire",0
"By this I mean something more than just the obvious point, which is that history has no control group",0
What are the similarities between beetles and grasshoppers,1
Menarcheal History,0
"The city walls, like much of the Old City, are composed of stones from many parts of the city’s long history",0
"On Sunday, the NYT used the Bill-Gates-pie-in-the-face incident as a springboard for a ""Week in Review"" thumbsucker about the history of food as a weapon",0
